date,volume,is_holiday
2019-09-20,518.0,False
2019-09-21,200.0,False
2019-09-22,0.0,False
2019-09-23,574.0,False
2019-09-24,383.0,False
2019-09-25,451.0,False
2019-09-26,439.0,False
2019-09-27,439.0,False
2019-09-28,149.0,False
2019-09-29,0.0,False
2019-09-30,529.0,False
2019-10-01,435.0,False
2019-10-02,422.0,False
2019-10-03,445.0,False
2019-10-04,490.0,False
2019-10-05,148.0,False
2019-10-06,0.0,False
2019-10-07,521.0,False
2019-10-08,417.0,False
2019-10-09,403.0,False
2019-10-10,403.0,False
2019-10-11,454.0,False
2019-10-12,158.0,False
2019-10-13,0.0,False
2019-10-14,501.0,False
2019-10-15,474.0,False
2019-10-16,410.0,False
2019-10-17,397.0,False
2019-10-18,429.0,False
2019-10-19,157.0,False
2019-10-20,0.0,False
2019-10-21,471.0,False
2019-10-22,488.0,False
2019-10-23,420.0,False
2019-10-24,364.0,False
2019-10-25,413.0,False
2019-10-26,154.0,False
2019-10-27,0.0,False
2019-10-28,473.0,False
2019-10-29,364.0,False
2019-10-30,359.0,False
2019-10-31,355.0,False
2019-11-01,399.0,False
2019-11-02,141.0,False
2019-11-03,0.0,False
2019-11-04,509.0,False
2019-11-05,390.0,False
2019-11-06,384.0,False
2019-11-07,405.0,False
2019-11-08,378.0,False
2019-11-09,164.0,False
2019-11-10,0.0,False
2019-11-11,350.0,False
2019-11-12,514.0,False
2019-11-13,354.0,False
2019-11-14,380.0,False
2019-11-15,435.0,False
2019-11-16,139.0,False
2019-11-17,0.0,False
2019-11-18,446.0,False
2019-11-19,387.0,False
2019-11-20,366.0,False
2019-11-21,359.0,False
2019-11-22,405.0,False
2019-11-23,153.0,False
2019-11-24,0.0,False
2019-11-25,482.0,False
2019-11-26,386.0,False
2019-11-27,369.0,False
2019-11-28,342.0,False
2019-11-29,378.0,False
2019-11-30,150.0,False
2019-12-01,1.0,False
2019-12-02,441.0,False
2019-12-03,391.0,False
2019-12-04,334.0,False
2019-12-05,402.0,False
2019-12-06,389.0,False
2019-12-07,132.0,False
2019-12-08,0.0,False
2019-12-09,442.0,False
2019-12-10,343.0,False
2019-12-11,367.0,False
2019-12-12,403.0,False
2019-12-13,416.0,False
2019-12-14,136.0,False
2019-12-15,0.0,False
2019-12-16,433.0,False
2019-12-17,370.0,False
2019-12-18,338.0,False
2019-12-19,350.0,False
2019-12-20,331.0,False
2019-12-21,128.0,False
2019-12-22,0.0,False
2019-12-23,381.0,False
2019-12-24,353.0,False
2019-12-25,296.0,False
2019-12-26,342.0,False
2019-12-27,338.0,False
2019-12-28,103.0,False
2019-12-29,0.0,False
2019-12-30,391.0,False
2019-12-31,305.0,False
